reference	n	word	normalized	lemma	part_of_speech	parse
Luke 9:30	10	καὶ	καί	καί	C-	--------
Luke 9:30	11	Ἠλίας	Ἠλίας	Ἠλίας	N-	----NSM-
Luke 9:31	1	οἳ	οἵ	ὅς	RR	----NPM-
Luke 9:31	2	ὀφθέντες	ὀφθέντες	ὁράω	V-	-APPNPM-
Luke 9:31	3	ἐν	ἐν	ἐν	P-	--------
Luke 9:31	4	δόξῃ	δόξῃ	δόξα	N-	----DSF-
Luke 9:31	5	ἔλεγον	ἔλεγον	λέγω	V-	3IAI-P--
Luke 9:31	6	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:31	7	ἔξοδον	ἔξοδον	ἔξοδος	N-	----ASF-
Luke 9:31	8	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:31	9	ἣν	ἥν	ὅς	RR	----ASF-
Luke 9:31	10	ἤμελλεν	ἤμελλε(ν)	μέλλω	V-	3IAI-S--
Luke 9:31	11	πληροῦν	πληροῦν	πληρόω	V-	-PAN----
Luke 9:31	12	ἐν	ἐν	ἐν	P-	--------
Luke 9:31	13	Ἰερουσαλήμ	Ἰερουσαλήμ	Ἰερουσαλήμ	N-	----DSF-
Luke 9:32	1	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:32	2	δὲ	δέ	δέ	C-	--------
Luke 9:32	3	Πέτρος	Πέτρος	Πέτρος	N-	----NSM-
Luke 9:32	4	καὶ	καί	καί	C-	--------
Luke 9:32	5	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:32	6	σὺν	σύν	σύν	P-	--------
Luke 9:32	7	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Luke 9:32	8	ἦσαν	ἦσαν	εἰμί	V-	3IAI-P--
Luke 9:32	9	βεβαρημένοι	βεβαρημένοι	βαρέω	V-	-XPPNPM-
Luke 9:32	10	ὕπνῳ	ὕπνῳ	ὕπνος	N-	----DSM-
Luke 9:32	11	διαγρηγορήσαντες	διαγρηγορήσαντες	διαγρηγορέω	V-	-AAPNPM-
Luke 9:32	12	δὲ	δέ	δέ	C-	--------
Luke 9:32	13	εἶδον	εἶδον	ὁράω	V-	3AAI-P--
Luke 9:32	14	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:32	15	δόξαν	δόξαν	δόξα	N-	----ASF-
Luke 9:32	16	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:32	17	καὶ	καί	καί	C-	--------
Luke 9:32	18	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:32	19	δύο	δύο	δύο	A-	----APM-
Luke 9:32	20	ἄνδρας	ἄνδρας	ἀνήρ	N-	----APM-
Luke 9:32	21	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:32	22	συνεστῶτας	συνεστῶτας	συνίστημι	V-	-XAPAPM-
Luke 9:32	23	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Luke 9:33	1	καὶ	καί	καί	C-	--------
Luke 9:33	2	ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:33	3	ἐν	ἐν	ἐν	P-	--------
Luke 9:33	4	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:33	5	διαχωρίζεσθαι	διαχωρίζεσθαι	διαχωρίζομαι	V-	-PPN----
Luke 9:33	6	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Luke 9:33	7	ἀπ’	ἀπό	ἀπό	P-	--------
Luke 9:33	8	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:33	9	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:33	10	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:33	11	Πέτρος	Πέτρος	Πέτρος	N-	----NSM-
Luke 9:33	12	πρὸς	πρός	πρός	P-	--------
Luke 9:33	13	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:33	14	Ἰησοῦν	Ἰησοῦν	Ἰησοῦς	N-	----ASM-
Luke 9:33	15	Ἐπιστάτα	ἐπιστάτα	ἐπιστάτης	N-	----VSM-
Luke 9:33	16	καλόν	καλόν	καλός	A-	----NSN-
Luke 9:33	17	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Luke 9:33	18	ἡμᾶς	ἡμᾶς	ἐγώ	RP	----AP--
Luke 9:33	19	ὧδε	ὧδε	ὧδε	D-	--------
Luke 9:33	20	εἶναι	εἶναι	εἰμί	V-	-PAN----
Luke 9:33	21	καὶ	καί	καί	C-	--------
Luke 9:33	22	ποιήσωμεν	ποιήσωμεν	ποιέω	V-	1AAS-P--
Luke 9:33	23	σκηνὰς	σκηνάς	σκηνή	N-	----APF-
Luke 9:33	24	τρεῖς	τρεῖς	τρεῖς	A-	----APF-
Luke 9:33	25	μίαν	μίαν	εἷς	A-	----ASF-
Luke 9:33	26	σοὶ	σοί	σύ	RP	----DS--
Luke 9:33	27	καὶ	καί	καί	C-	--------
Luke 9:33	28	μίαν	μίαν	εἷς	A-	----ASF-
Luke 9:33	29	Μωϋσεῖ	Μωϋσεῖ	Μωϋσῆς	N-	----DSM-
Luke 9:33	30	καὶ	καί	καί	C-	--------
Luke 9:33	31	μίαν	μίαν	εἷς	A-	----ASF-
Luke 9:33	32	Ἠλίᾳ	Ἠλίᾳ	Ἠλίας	N-	----DSM-
Luke 9:33	33	μὴ	μή	μή	D-	--------
Luke 9:33	34	εἰδὼς	εἰδώς	ὁράω	V-	-XAPNSM-
Luke 9:33	35	ὃ	ὅ	ὅς	RR	----ASN-
Luke 9:33	36	λέγει	λέγει	λέγω	V-	3PAI-S--
Luke 9:34	1	ταῦτα	ταῦτα	οὗτος	RD	----APN-
Luke 9:34	2	δὲ	δέ	δέ	C-	--------
Luke 9:34	3	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:34	4	λέγοντος	λέγοντος	λέγω	V-	-PAPGSM-
Luke 9:34	5	ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:34	6	νεφέλη	νεφέλη	νεφέλη	N-	----NSF-
Luke 9:34	7	καὶ	καί	καί	C-	--------
Luke 9:34	8	ἐπεσκίαζεν	ἐπεσκίαζε(ν)	ἐπισκιάζω	V-	3IAI-S--
Luke 9:34	9	αὐτούς	αὐτούς	αὐτός	RP	----APM-
Luke 9:34	10	ἐφοβήθησαν	ἐφοβήθησαν	φοβέομαι	V-	3API-P--
Luke 9:34	11	δὲ	δέ	δέ	C-	--------
Luke 9:34	12	ἐν	ἐν	ἐν	P-	--------
Luke 9:34	13	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:34	14	εἰσελθεῖν	εἰσελθεῖν	εἰσέρχομαι	V-	-AAN----
Luke 9:34	15	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Luke 9:34	16	εἰς	εἰς	εἰς	P-	--------
Luke 9:34	17	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:34	18	νεφέλην	νεφέλην	νεφέλη	N-	----ASF-
Luke 9:35	1	καὶ	καί	καί	C-	--------
Luke 9:35	2	φωνὴ	φωνή	φωνή	N-	----NSF-
Luke 9:35	3	ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:35	4	ἐκ	ἐκ	ἐκ	P-	--------
Luke 9:35	5	τῆς	τῆς	ὁ	RA	----GSF-
Luke 9:35	6	νεφέλης	νεφέλης	νεφέλη	N-	----GSF-
Luke 9:35	7	λέγουσα	λέγουσα	λέγω	V-	-PAPNSF-
Luke 9:35	8	Οὗτός	οὗτος	οὗτος	RD	----NSM-
Luke 9:35	9	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Luke 9:35	10	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:35	11	υἱός	υἱός	υἱός	N-	----NSM-
Luke 9:35	12	μου	μου	ἐγώ	RP	----GS--
Luke 9:35	13	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:35	14	ἐκλελεγμένος	ἐκλελεγμένος	ἐκλέγομαι	V-	-XPPNSM-
Luke 9:35	15	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:35	16	ἀκούετε	ἀκούετε	ἀκούω	V-	2PAD-P--
Luke 9:36	1	καὶ	καί	καί	C-	--------
Luke 9:36	2	ἐν	ἐν	ἐν	P-	--------
Luke 9:36	3	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:36	4	γενέσθαι	γενέσθαι	γίνομαι	V-	-AMN----
Luke 9:36	5	τὴν	τήν	ὁ	RA	----ASF-
Luke 9:36	6	φωνὴν	φωνήν	φωνή	N-	----ASF-
Luke 9:36	7	εὑρέθη	εὑρέθη	εὑρίσκω	V-	3API-S--
Luke 9:36	8	Ἰησοῦς	Ἰησοῦς	Ἰησοῦς	N-	----NSM-
Luke 9:36	9	μόνος	μόνος	μόνος	A-	----NSM-
Luke 9:36	10	καὶ	καί	καί	C-	--------
Luke 9:36	11	αὐτοὶ	αὐτοί	αὐτός	RP	----NPM-
Luke 9:36	12	ἐσίγησαν	ἐσίγησαν	σιγάω	V-	3AAI-P--
Luke 9:36	13	καὶ	καί	καί	C-	--------
Luke 9:36	14	οὐδενὶ	οὐδενί	οὐδείς	A-	----DSM-
Luke 9:36	15	ἀπήγγειλαν	ἀπήγγειλαν	ἀπαγγέλλω	V-	3AAI-P--
Luke 9:36	16	ἐν	ἐν	ἐν	P-	--------
Luke 9:36	17	ἐκείναις	ἐκείναις	ἐκεῖνος	RD	----DPF-
Luke 9:36	18	ταῖς	ταῖς	ὁ	RA	----DPF-
Luke 9:36	19	ἡμέραις	ἡμέραις	ἡμέρα	N-	----DPF-
Luke 9:36	20	οὐδὲν	οὐδέν	οὐδείς	A-	----ASN-
Luke 9:36	21	ὧν	ὧν	ὅς	RR	----GPN-
Luke 9:36	22	ἑώρακαν	ἑώρακαν	ὁράω	V-	3XAI-P--
Luke 9:37	1	Ἐγένετο	ἐγένετο	γίνομαι	V-	3AMI-S--
Luke 9:37	2	δὲ	δέ	δέ	C-	--------
Luke 9:37	3	τῇ	τῇ	ὁ	RA	----DSF-
Luke 9:37	4	ἑξῆς	ἑξῆς	ἑξῆς	D-	--------
Luke 9:37	5	ἡμέρᾳ	ἡμέρᾳ	ἡμέρα	N-	----DSF-
Luke 9:37	6	κατελθόντων	κατελθόντων	κατέρχομαι	V-	-AAPGPM-
Luke 9:37	7	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Luke 9:37	8	ἀπὸ	ἀπό	ἀπό	P-	--------
Luke 9:37	9	τοῦ	τοῦ	ὁ	RA	----GSN-
Luke 9:37	10	ὄρους	ὄρους	ὄρος	N-	----GSN-
Luke 9:37	11	συνήντησεν	συνήντησε(ν)	συναντάω	V-	3AAI-S--
Luke 9:37	12	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Luke 9:37	13	ὄχλος	ὄχλος	ὄχλος	N-	----NSM-
Luke 9:37	14	πολύς	πολύς	πολύς	A-	----NSM-
Luke 9:38	1	καὶ	καί	καί	C-	--------
Luke 9:38	2	ἰδοὺ	ἰδού	ἰδού	X-	--------
Luke 9:38	3	ἀνὴρ	ἀνήρ	ἀνήρ	N-	----NSM-
Luke 9:38	4	ἀπὸ	ἀπό	ἀπό	P-	--------
Luke 9:38	5	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:38	6	ὄχλου	ὄχλου	ὄχλος	N-	----GSM-
Luke 9:38	7	ἐβόησεν	ἐβόησε(ν)	βοάω	V-	3AAI-S--
Luke 9:38	8	λέγων	λέγων	λέγω	V-	-PAPNSM-
Luke 9:38	9	Διδάσκαλε	διδάσκαλε	διδάσκαλος	N-	----VSM-
Luke 9:38	10	δέομαί	δέομαι	δέομαι	V-	1PMI-S--
Luke 9:38	11	σου	σου	σύ	RP	----GS--
Luke 9:38	12	ἐπιβλέψαι	ἐπιβλέψαι	ἐπιβλέπω	V-	-AAN----
Luke 9:38	13	ἐπὶ	ἐπί	ἐπί	P-	--------
Luke 9:38	14	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:38	15	υἱόν	υἱόν	υἱός	N-	----ASM-
Luke 9:38	16	μου	μου	ἐγώ	RP	----GS--
Luke 9:38	17	ὅτι	ὅτι	ὅτι	C-	--------
Luke 9:38	18	μονογενής	μονογενής	μονογενής	A-	----NSM-
Luke 9:38	19	μοί	μοι	ἐγώ	RP	----DS--
Luke 9:38	20	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Luke 9:39	1	καὶ	καί	καί	C-	--------
Luke 9:39	2	ἰδοὺ	ἰδού	ἰδού	X-	--------
Luke 9:39	3	πνεῦμα	πνεῦμα	πνεῦμα	N-	----NSN-
Luke 9:39	4	λαμβάνει	λαμβάνει	λαμβάνω	V-	3PAI-S--
Luke 9:39	5	αὐτόν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:39	6	καὶ	καί	καί	C-	--------
Luke 9:39	7	ἐξαίφνης	ἐξαίφνης	ἐξαίφνης	D-	--------
Luke 9:39	8	κράζει	κράζει	κράζω	V-	3PAI-S--
Luke 9:39	9	καὶ	καί	καί	C-	--------
Luke 9:39	10	σπαράσσει	σπαράσσει	σπαράσσω	V-	3PAI-S--
Luke 9:39	11	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:39	12	μετὰ	μετά	μετά	P-	--------
Luke 9:39	13	ἀφροῦ	ἀφροῦ	ἀφρός	N-	----GSM-
Luke 9:39	14	καὶ	καί	καί	C-	--------
Luke 9:39	15	μόγις	μόγις	μόγις	D-	--------
Luke 9:39	16	ἀποχωρεῖ	ἀποχωρεῖ	ἀποχωρέω	V-	3PAI-S--
Luke 9:39	17	ἀπ’	ἀπό	ἀπό	P-	--------
Luke 9:39	18	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:39	19	συντρῖβον	συντρῖβον	συντρίβω	V-	-PAPNSN-
Luke 9:39	20	αὐτόν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:40	1	καὶ	καί	καί	C-	--------
Luke 9:40	2	ἐδεήθην	ἐδεήθην	δέω	V-	1API-S--
Luke 9:40	3	τῶν	τῶν	ὁ	RA	----GPM-
Luke 9:40	4	μαθητῶν	μαθητῶν	μαθητής	N-	----GPM-
Luke 9:40	5	σου	σου	σύ	RP	----GS--
Luke 9:40	6	ἵνα	ἵνα	ἵνα	C-	--------
Luke 9:40	7	ἐκβάλωσιν	ἐκβάλωσι(ν)	ἐκβάλλω	V-	3AAS-P--
Luke 9:40	8	αὐτό	αὐτό	αὐτός	RP	----ASN-
Luke 9:40	9	καὶ	καί	καί	C-	--------
Luke 9:40	10	οὐκ	οὐ	οὐ	D-	--------
Luke 9:40	11	ἠδυνήθησαν	ἠδυνήθησαν	δύναμαι	V-	3API-P--
Luke 9:41	1	ἀποκριθεὶς	ἀποκριθείς	ἀποκρίνομαι	V-	-APPNSM-
Luke 9:41	2	δὲ	δέ	δέ	C-	--------
Luke 9:41	3	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:41	4	Ἰησοῦς	Ἰησοῦς	Ἰησοῦς	N-	----NSM-
Luke 9:41	5	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:41	6	Ὦ	ὦ	ὦ	X-	--------
Luke 9:41	7	γενεὰ	γενεά	γενεά	N-	----VSF-
Luke 9:41	8	ἄπιστος	ἄπιστος	ἄπιστος	A-	----VSF-
Luke 9:41	9	καὶ	καί	καί	C-	--------
Luke 9:41	10	διεστραμμένη	διεστραμμένη	διαστρέφω	V-	-XPPVSF-
Luke 9:41	11	ἕως	ἕως	ἕως	P-	--------
Luke 9:41	12	πότε	πότε	πότε	D-	--------
Luke 9:41	13	ἔσομαι	ἔσομαι	εἰμί	V-	1FMI-S--
Luke 9:41	14	πρὸς	πρός	πρός	P-	--------
Luke 9:41	15	ὑμᾶς	ὑμᾶς	σύ	RP	----AP--
Luke 9:41	16	καὶ	καί	καί	C-	--------
Luke 9:41	17	ἀνέξομαι	ἀνέξομαι	ἀνέχομαι	V-	1FMI-S--
Luke 9:41	18	ὑμῶν	ὑμῶν	σύ	RP	----GP--
Luke 9:41	19	προσάγαγε	προσάγαγε	προσάγω	V-	2AAD-S--
Luke 9:41	20	ὧδε	ὧδε	ὧδε	D-	--------
Luke 9:41	21	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:41	22	υἱόν	υἱόν	υἱός	N-	----ASM-
Luke 9:41	23	σου	σου	σύ	RP	----GS--
Luke 9:42	1	ἔτι	ἔτι	ἔτι	D-	--------
Luke 9:42	2	δὲ	δέ	δέ	C-	--------
Luke 9:42	3	προσερχομένου	προσερχομένου	προσέρχομαι	V-	-PMPGSM-
Luke 9:42	4	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:42	5	ἔρρηξεν	ἔρρηξε(ν)	ῥήγνυμι	V-	3AAI-S--
Luke 9:42	6	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:42	7	τὸ	τό	ὁ	RA	----NSN-
Luke 9:42	8	δαιμόνιον	δαιμόνιον	δαιμόνιον	N-	----NSN-
Luke 9:42	9	καὶ	καί	καί	C-	--------
Luke 9:42	10	συνεσπάραξεν	συνεσπάραξε(ν)	συσπαράσσω	V-	3AAI-S--
Luke 9:42	11	ἐπετίμησεν	ἐπετίμησε(ν)	ἐπιτιμάω	V-	3AAI-S--
Luke 9:42	12	δὲ	δέ	δέ	C-	--------
Luke 9:42	13	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:42	14	Ἰησοῦς	Ἰησοῦς	Ἰησοῦς	N-	----NSM-
Luke 9:42	15	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:42	16	πνεύματι	πνεύματι	πνεῦμα	N-	----DSN-
Luke 9:42	17	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:42	18	ἀκαθάρτῳ	ἀκαθάρτῳ	ἀκάθαρτος	A-	----DSN-
Luke 9:42	19	καὶ	καί	καί	C-	--------
Luke 9:42	20	ἰάσατο	ἰάσατο	ἰάομαι	V-	3AMI-S--
Luke 9:42	21	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:42	22	παῖδα	παῖδα	παῖς	N-	----ASM-
Luke 9:42	23	καὶ	καί	καί	C-	--------
Luke 9:42	24	ἀπέδωκεν	ἀπέδωκε(ν)	ἀποδίδωμι	V-	3AAI-S--
Luke 9:42	25	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:42	26	τῷ	τῷ	ὁ	RA	----DSM-
Luke 9:42	27	πατρὶ	πατρί	πατήρ	N-	----DSM-
Luke 9:42	28	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:43	1	ἐξεπλήσσοντο	ἐξεπλήσσοντο	ἐκπλήσσομαι	V-	3IPI-P--
Luke 9:43	2	δὲ	δέ	δέ	C-	--------
Luke 9:43	3	πάντες	πάντες	πᾶς	A-	----NPM-
Luke 9:43	4	ἐπὶ	ἐπί	ἐπί	P-	--------
Luke 9:43	5	τῇ	τῇ	ὁ	RA	----DSF-
Luke 9:43	6	μεγαλειότητι	μεγαλειότητι	μεγαλειότης	N-	----DSF-
Luke 9:43	7	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:43	8	θεοῦ	θεοῦ	θεός	N-	----GSM-
Luke 9:43	9	Πάντων	πάντων	πᾶς	A-	----GPM-
Luke 9:43	10	δὲ	δέ	δέ	C-	--------
Luke 9:43	11	θαυμαζόντων	θαυμαζόντων	θαυμάζω	V-	-PAPGPM-
Luke 9:43	12	ἐπὶ	ἐπί	ἐπί	P-	--------
Luke 9:43	13	πᾶσιν	πᾶσι(ν)	πᾶς	A-	----DPN-
Luke 9:43	14	οἷς	οἷς	ὅς	RR	----DPN-
Luke 9:43	15	ἐποίει	ἐποίει	ποιέω	V-	3IAI-S--
Luke 9:43	16	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:43	17	πρὸς	πρός	πρός	P-	--------
Luke 9:43	18	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:43	19	μαθητὰς	μαθητάς	μαθητής	N-	----APM-
Luke 9:43	20	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Luke 9:44	1	Θέσθε	θέσθε	τίθημι	V-	2AMD-P--
Luke 9:44	2	ὑμεῖς	ὑμεῖς	σύ	RP	----NP--
Luke 9:44	3	εἰς	εἰς	εἰς	P-	--------
Luke 9:44	4	τὰ	τά	ὁ	RA	----APN-
Luke 9:44	5	ὦτα	ὦτα	οὖς	N-	----APN-
Luke 9:44	6	ὑμῶν	ὑμῶν	σύ	RP	----GP--
Luke 9:44	7	τοὺς	τούς	ὁ	RA	----APM-
Luke 9:44	8	λόγους	λόγους	λόγος	N-	----APM-
Luke 9:44	9	τούτους	τούτους	οὗτος	RD	----APM-
Luke 9:44	10	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:44	11	γὰρ	γάρ	γάρ	C-	--------
Luke 9:44	12	υἱὸς	υἱός	υἱός	N-	----NSM-
Luke 9:44	13	τοῦ	τοῦ	ὁ	RA	----GSM-
Luke 9:44	14	ἀνθρώπου	ἀνθρώπου	ἄνθρωπος	N-	----GSM-
Luke 9:44	15	μέλλει	μέλλει	μέλλω	V-	3PAI-S--
Luke 9:44	16	παραδίδοσθαι	παραδίδοσθαι	παραδίδωμι	V-	-PPN----
Luke 9:44	17	εἰς	εἰς	εἰς	P-	--------
Luke 9:44	18	χεῖρας	χεῖρας	χείρ	N-	----APF-
Luke 9:44	19	ἀνθρώπων	ἀνθρώπων	ἄνθρωπος	N-	----GPM-
Luke 9:45	1	οἱ	οἱ	ὁ	RA	----NPM-
Luke 9:45	2	δὲ	δέ	δέ	C-	--------
Luke 9:45	3	ἠγνόουν	ἠγνόουν	ἀγνοέω	V-	3IAI-P--
Luke 9:45	4	τὸ	τό	ὁ	RA	----ASN-
Luke 9:45	5	ῥῆμα	ῥῆμα	ῥῆμα	N-	----ASN-
Luke 9:45	6	τοῦτο	τοῦτο	οὗτος	RD	----ASN-
Luke 9:45	7	καὶ	καί	καί	C-	--------
Luke 9:45	8	ἦν	ἦν	εἰμί	V-	3IAI-S--
Luke 9:45	9	παρακεκαλυμμένον	παρακεκαλυμμένον	παρακαλύπτομαι	V-	-XPPNSN-
Luke 9:45	10	ἀπ’	ἀπό	ἀπό	P-	--------
Luke 9:45	11	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Luke 9:45	12	ἵνα	ἵνα	ἵνα	C-	--------
Luke 9:45	13	μὴ	μή	μή	D-	--------
Luke 9:45	14	αἴσθωνται	αἴσθωνται	αἰσθάνομαι	V-	3AMS-P--
Luke 9:45	15	αὐτό	αὐτό	αὐτός	RP	----ASN-
Luke 9:45	16	καὶ	καί	καί	C-	--------
Luke 9:45	17	ἐφοβοῦντο	ἐφοβοῦντο	φοβέομαι	V-	3IMI-P--
Luke 9:45	18	ἐρωτῆσαι	ἐρωτῆσαι	ἐρωτάω	V-	-AAN----
Luke 9:45	19	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Luke 9:45	20	περὶ	περί	περί	P-	--------
Luke 9:45	21	τοῦ	τοῦ	ὁ	RA	----GSN-
Luke 9:45	22	ῥήματος	ῥήματος	ῥῆμα	N-	----GSN-
Luke 9:45	23	τούτου	τούτου	οὗτος	RD	----GSN-
Luke 9:46	1	Εἰσῆλθεν	εἰσῆλθε(ν)	εἰσέρχομαι	V-	3AAI-S--
Luke 9:46	2	δὲ	δέ	δέ	C-	--------
Luke 9:46	3	διαλογισμὸς	διαλογισμός	διαλογισμός	N-	----NSM-
Luke 9:46	4	ἐν	ἐν	ἐν	P-	--------
Luke 9:46	5	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Luke 9:46	6	τὸ	τό	ὁ	RA	----NSN-
Luke 9:46	7	τίς	τίς	τίς	RI	----NSM-
Luke 9:46	8	ἂν	ἄν	ἄν	X-	--------
Luke 9:46	9	εἴη	εἴη	εἰμί	V-	3PAO-S--
Luke 9:46	10	μείζων	μείζων	μέγας	A-	----NSMC
Luke 9:46	11	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Luke 9:47	1	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:47	2	δὲ	δέ	δέ	C-	--------
Luke 9:47	3	Ἰησοῦς	Ἰησοῦς	Ἰησοῦς	N-	----NSM-
Luke 9:47	4	εἰδὼς	εἰδώς	ὁράω	V-	-XAPNSM-
Luke 9:47	5	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:47	6	διαλογισμὸν	διαλογισμόν	διαλογισμός	N-	----ASM-
Luke 9:47	7	τῆς	τῆς	ὁ	RA	----GSF-
Luke 9:47	8	καρδίας	καρδίας	καρδία	N-	----GSF-
Luke 9:47	9	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Luke 9:47	10	ἐπιλαβόμενος	ἐπιλαβόμενος	ἐπιλαμβάνομαι	V-	-AMPNSM-
Luke 9:47	11	παιδίον	παιδίον	παιδίον	N-	----ASN-
Luke 9:47	12	ἔστησεν	ἔστησε(ν)	ἵστημι	V-	3AAI-S--
Luke 9:47	13	αὐτὸ	αὐτό	αὐτός	RP	----ASN-
Luke 9:47	14	παρ’	παρά	παρά	P-	--------
Luke 9:47	15	ἑαυτῷ	ἑαυτῷ	ἑαυτοῦ	RP	----DSM-
Luke 9:48	1	καὶ	καί	καί	C-	--------
Luke 9:48	2	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Luke 9:48	3	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Luke 9:48	4	Ὃς	ὅς	ὅς	RR	----NSM-
Luke 9:48	5	ἂν	ἄν	ἄν	X-	--------
Luke 9:48	6	δέξηται	δέξηται	δέχομαι	V-	3AMS-S--
Luke 9:48	7	τοῦτο	τοῦτο	οὗτος	RD	----ASN-
Luke 9:48	8	τὸ	τό	ὁ	RA	----ASN-
Luke 9:48	9	παιδίον	παιδίον	παιδίον	N-	----ASN-
Luke 9:48	10	ἐπὶ	ἐπί	ἐπί	P-	--------
Luke 9:48	11	τῷ	τῷ	ὁ	RA	----DSN-
Luke 9:48	12	ὀνόματί	ὀνόματι	ὄνομα	N-	----DSN-
Luke 9:48	13	μου	μου	ἐγώ	RP	----GS--
Luke 9:48	14	ἐμὲ	ἐμέ	ἐγώ	RP	----AS--
Luke 9:48	15	δέχεται	δέχεται	δέχομαι	V-	3PMI-S--
Luke 9:48	16	καὶ	καί	καί	C-	--------
Luke 9:48	17	ὃς	ὅς	ὅς	RR	----NSM-
Luke 9:48	18	ἂν	ἄν	ἄν	X-	--------
Luke 9:48	19	ἐμὲ	ἐμέ	ἐγώ	RP	----AS--
Luke 9:48	20	δέξηται	δέξηται	δέχομαι	V-	3AMS-S--
Luke 9:48	21	δέχεται	δέχεται	δέχομαι	V-	3PMI-S--
Luke 9:48	22	τὸν	τόν	ὁ	RA	----ASM-
Luke 9:48	23	ἀποστείλαντά	ἀποστείλαντα	ἀποστέλλω	V-	-AAPASM-
Luke 9:48	24	με	με	ἐγώ	RP	----AS--
Luke 9:48	25	ὁ	ὁ	ὁ	RA	----NSM-
Luke 9:48	26	γὰρ	γάρ	γάρ	C-	--------
Luke 9:48	27	μικρότερος	μικρότερος	μικρός	A-	----NSMC
Luke 9:48	28	ἐν	ἐν	ἐν	P-	--------
Luke 9:48	29	πᾶσιν	πᾶσι(ν)	πᾶς	A-	----DPM-
Luke 9:48	30	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Luke 9:48	31	ὑπάρχων	ὑπάρχων	ὑπάρχω	V-	-PAPNSM-
