reference	n	word	normalized	lemma	part_of_speech	parse
Acts 13:4	1	Αὐτοὶ	αὐτοί	αὐτός	RP	----NPM-
Acts 13:4	2	μὲν	μέν	μέν	C-	--------
Acts 13:4	3	οὖν	οὖν	οὖν	C-	--------
Acts 13:4	4	ἐκπεμφθέντες	ἐκπεμφθέντες	ἐκπέμπω	V-	-APPNPM-
Acts 13:4	5	ὑπὸ	ὑπό	ὑπό	P-	--------
Acts 13:4	6	τοῦ	τοῦ	ὁ	RA	----GSN-
Acts 13:4	7	ἁγίου	ἁγίου	ἅγιος	A-	----GSN-
Acts 13:4	8	πνεύματος	πνεύματος	πνεῦμα	N-	----GSN-
Acts 13:4	9	κατῆλθον	κατῆλθον	κατέρχομαι	V-	3AAI-P--
Acts 13:4	10	εἰς	εἰς	εἰς	P-	--------
Acts 13:4	11	Σελεύκειαν	Σελεύκειαν	Σελεύκεια	N-	----ASF-
Acts 13:4	12	ἐκεῖθέν	ἐκεῖθεν	ἐκεῖθεν	D-	--------
Acts 13:4	13	τε	τέ	τέ	C-	--------
Acts 13:4	14	ἀπέπλευσαν	ἀπέπλευσαν	ἀποπλέω	V-	3AAI-P--
Acts 13:4	15	εἰς	εἰς	εἰς	P-	--------
Acts 13:4	16	Κύπρον	Κύπρον	Κύπρος	N-	----ASF-
Acts 13:5	1	καὶ	καί	καί	C-	--------
Acts 13:5	2	γενόμενοι	γενόμενοι	γίνομαι	V-	-AMPNPM-
Acts 13:5	3	ἐν	ἐν	ἐν	P-	--------
Acts 13:5	4	Σαλαμῖνι	Σαλαμῖνι	Σαλαμίς	N-	----DSF-
Acts 13:5	5	κατήγγελλον	κατήγγελλον	καταγγέλλω	V-	3IAI-P--
Acts 13:5	6	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:5	7	λόγον	λόγον	λόγος	N-	----ASM-
Acts 13:5	8	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:5	9	θεοῦ	θεοῦ	θεός	N-	----GSM-
Acts 13:5	10	ἐν	ἐν	ἐν	P-	--------
Acts 13:5	11	ταῖς	ταῖς	ὁ	RA	----DPF-
Acts 13:5	12	συναγωγαῖς	συναγωγαῖς	συναγωγή	N-	----DPF-
Acts 13:5	13	τῶν	τῶν	ὁ	RA	----GPM-
Acts 13:5	14	Ἰουδαίων	Ἰουδαίων	Ἰουδαῖος	A-	----GPM-
Acts 13:5	15	εἶχον	εἶχον	ἔχω	V-	3IAI-P--
Acts 13:5	16	δὲ	δέ	δέ	C-	--------
Acts 13:5	17	καὶ	καί	καί	D-	--------
Acts 13:5	18	Ἰωάννην	Ἰωάννην	Ἰωάννης	N-	----ASM-
Acts 13:5	19	ὑπηρέτην	ὑπηρέτην	ὑπηρέτης	N-	----ASM-
Acts 13:6	1	διελθόντες	διελθόντες	διέρχομαι	V-	-AAPNPM-
Acts 13:6	2	δὲ	δέ	δέ	C-	--------
Acts 13:6	3	ὅλην	ὅλην	ὅλος	A-	----ASF-
Acts 13:6	4	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:6	5	νῆσον	νῆσον	νῆσος	N-	----ASF-
Acts 13:6	6	ἄχρι	ἄχρι	ἄχρι	P-	--------
Acts 13:6	7	Πάφου	Πάφου	Πάφος	N-	----GSF-
Acts 13:6	8	εὗρον	εὗρον	εὑρίσκω	V-	3AAI-P--
Acts 13:6	9	ἄνδρα	ἄνδρα	ἀνήρ	N-	----ASM-
Acts 13:6	10	τινὰ	τινά	τις	RI	----ASM-
Acts 13:6	11	μάγον	μάγον	μάγος	N-	----ASM-
Acts 13:6	12	ψευδοπροφήτην	ψευδοπροφήτην	ψευδοπροφήτης	N-	----ASM-
Acts 13:6	13	Ἰουδαῖον	Ἰουδαῖον	Ἰουδαῖος	A-	----ASM-
Acts 13:6	14	ᾧ	ᾧ	ὅς	RR	----DSM-
Acts 13:6	15	ὄνομα	ὄνομα	ὄνομα	N-	----NSN-
Acts 13:6	16	Βαριησοῦ	Βαριησοῦ	Βαριησοῦς	N-	----GSM-
Acts 13:7	1	ὃς	ὅς	ὅς	RR	----NSM-
Acts 13:7	2	ἦν	ἦν	εἰμί	V-	3IAI-S--
Acts 13:7	3	σὺν	σύν	σύν	P-	--------
Acts 13:7	4	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:7	5	ἀνθυπάτῳ	ἀνθυπάτῳ	ἀνθύπατος	N-	----DSM-
Acts 13:7	6	Σεργίῳ	Σεργίῳ	Σέργιος	N-	----DSM-
Acts 13:7	7	Παύλῳ	Παύλῳ	Παῦλος	N-	----DSM-
Acts 13:7	8	ἀνδρὶ	ἀνδρί	ἀνήρ	N-	----DSM-
Acts 13:7	9	συνετῷ	συνετῷ	συνετός	A-	----DSM-
Acts 13:7	10	οὗτος	οὗτος	οὗτος	RD	----NSM-
Acts 13:7	11	προσκαλεσάμενος	προσκαλεσάμενος	προσκαλέομαι	V-	-AMPNSM-
Acts 13:7	12	Βαρναβᾶν	Βαρναβᾶν	Βαρναβᾶς	N-	----ASM-
Acts 13:7	13	καὶ	καί	καί	C-	--------
Acts 13:7	14	Σαῦλον	Σαῦλον	Σαῦλος	N-	----ASM-
Acts 13:7	15	ἐπεζήτησεν	ἐπεζήτησε(ν)	ἐπιζητέω	V-	3AAI-S--
Acts 13:7	16	ἀκοῦσαι	ἀκοῦσαι	ἀκούω	V-	-AAN----
Acts 13:7	17	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:7	18	λόγον	λόγον	λόγος	N-	----ASM-
Acts 13:7	19	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:7	20	θεοῦ	θεοῦ	θεός	N-	----GSM-
Acts 13:8	1	ἀνθίστατο	ἀνθίστατο	ἀνθίστημι	V-	3IMI-S--
Acts 13:8	2	δὲ	δέ	δέ	C-	--------
Acts 13:8	3	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Acts 13:8	4	Ἐλύμας	Ἐλύμας	Ἐλύμας	N-	----NSM-
Acts 13:8	5	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:8	6	μάγος	μάγος	μάγος	N-	----NSM-
Acts 13:8	7	οὕτως	οὕτω(ς)	οὕτω(ς)	D-	--------
Acts 13:8	8	γὰρ	γάρ	γάρ	C-	--------
Acts 13:8	9	μεθερμηνεύεται	μεθερμηνεύεται	μεθερμηνεύω	V-	3PPI-S--
Acts 13:8	10	τὸ	τό	ὁ	RA	----NSN-
Acts 13:8	11	ὄνομα	ὄνομα	ὄνομα	N-	----NSN-
Acts 13:8	12	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Acts 13:8	13	ζητῶν	ζητῶν	ζητέω	V-	-PAPNSM-
Acts 13:8	14	διαστρέψαι	διαστρέψαι	διαστρέφω	V-	-AAN----
Acts 13:8	15	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:8	16	ἀνθύπατον	ἀνθύπατον	ἀνθύπατος	N-	----ASM-
Acts 13:8	17	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:8	18	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:8	19	πίστεως	πίστεως	πίστις	N-	----GSF-
Acts 13:9	1	Σαῦλος	Σαῦλος	Σαῦλος	N-	----NSM-
Acts 13:9	2	δέ	δέ	δέ	C-	--------
Acts 13:9	3	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:9	4	καὶ	καί	καί	D-	--------
Acts 13:9	5	Παῦλος	Παῦλος	Παῦλος	N-	----NSM-
Acts 13:9	6	πλησθεὶς	πλησθείς	πίμπλημι	V-	-APPNSM-
Acts 13:9	7	πνεύματος	πνεύματος	πνεῦμα	N-	----GSN-
Acts 13:9	8	ἁγίου	ἁγίου	ἅγιος	A-	----GSN-
Acts 13:9	9	ἀτενίσας	ἀτενίσας	ἀτενίζω	V-	-AAPNSM-
Acts 13:9	10	εἰς	εἰς	εἰς	P-	--------
Acts 13:9	11	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Acts 13:10	1	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Acts 13:10	2	Ὦ	ὦ	ὦ	X-	--------
Acts 13:10	3	πλήρης	πλήρης	πλήρης	A-	----VSM-
Acts 13:10	4	παντὸς	παντός	πᾶς	A-	----GSM-
Acts 13:10	5	δόλου	δόλου	δόλος	N-	----GSM-
Acts 13:10	6	καὶ	καί	καί	C-	--------
Acts 13:10	7	πάσης	πάσης	πᾶς	A-	----GSF-
Acts 13:10	8	ῥᾳδιουργίας	ῥᾳδιουργίας	ῥᾳδιουργία	N-	----GSF-
Acts 13:10	9	υἱὲ	υἱέ	υἱός	N-	----VSM-
Acts 13:10	10	διαβόλου	διαβόλου	διάβολος	A-	----GSM-
Acts 13:10	11	ἐχθρὲ	ἐχθρέ	ἐχθρός	A-	----VSM-
Acts 13:10	12	πάσης	πάσης	πᾶς	A-	----GSF-
Acts 13:10	13	δικαιοσύνης	δικαιοσύνης	δικαιοσύνη	N-	----GSF-
Acts 13:10	14	οὐ	οὐ	οὐ	D-	--------
Acts 13:10	15	παύσῃ	παύσῃ	παύω	V-	2FMI-S--
Acts 13:10	16	διαστρέφων	διαστρέφων	διαστρέφω	V-	-PAPNSM-
Acts 13:10	17	τὰς	τάς	ὁ	RA	----APF-
Acts 13:10	18	ὁδοὺς	ὁδούς	ὁδός	N-	----APF-
Acts 13:10	19	κυρίου	κυρίου	κύριος	N-	----GSM-
Acts 13:10	20	τὰς	τάς	ὁ	RA	----APF-
Acts 13:10	21	εὐθείας	εὐθείας	εὐθύς	A-	----APF-
Acts 13:11	1	καὶ	καί	καί	C-	--------
Acts 13:11	2	νῦν	νῦν	νῦν	D-	--------
Acts 13:11	3	ἰδοὺ	ἰδού	ἰδού	X-	--------
Acts 13:11	4	χεὶρ	χείρ	χείρ	N-	----NSF-
Acts 13:11	5	κυρίου	κυρίου	κύριος	N-	----GSM-
Acts 13:11	6	ἐπὶ	ἐπί	ἐπί	P-	--------
Acts 13:11	7	σέ	σέ	σύ	RP	----AS--
Acts 13:11	8	καὶ	καί	καί	C-	--------
Acts 13:11	9	ἔσῃ	ἔσῃ	εἰμί	V-	2FMI-S--
Acts 13:11	10	τυφλὸς	τυφλός	τυφλός	A-	----NSM-
Acts 13:11	11	μὴ	μή	μή	D-	--------
Acts 13:11	12	βλέπων	βλέπων	βλέπω	V-	-PAPNSM-
Acts 13:11	13	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:11	14	ἥλιον	ἥλιον	ἥλιος	N-	----ASM-
Acts 13:11	15	ἄχρι	ἄχρι	ἄχρι	P-	--------
Acts 13:11	16	καιροῦ	καιροῦ	καιρός	N-	----GSM-
Acts 13:11	17	παραχρῆμα	παραχρῆμα	παραχρῆμα	D-	--------
Acts 13:11	18	δὲ	δέ	δέ	C-	--------
Acts 13:11	19	ἔπεσεν	ἔπεσε(ν)	πίπτω	V-	3AAI-S--
Acts 13:11	20	ἐπ’	ἐπί	ἐπί	P-	--------
Acts 13:11	21	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Acts 13:11	22	ἀχλὺς	ἀχλύς	ἀχλύς	N-	----NSF-
Acts 13:11	23	καὶ	καί	καί	C-	--------
Acts 13:11	24	σκότος	σκότος	σκότος	N-	----NSN-
Acts 13:11	25	καὶ	καί	καί	C-	--------
Acts 13:11	26	περιάγων	περιάγων	περιάγω	V-	-PAPNSM-
Acts 13:11	27	ἐζήτει	ἐζήτει	ζητέω	V-	3IAI-S--
Acts 13:11	28	χειραγωγούς	χειραγωγούς	χειραγωγός	N-	----APM-
Acts 13:12	1	τότε	τότε	τότε	D-	--------
Acts 13:12	2	ἰδὼν	ἰδών	ὁράω	V-	-AAPNSM-
Acts 13:12	3	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:12	4	ἀνθύπατος	ἀνθύπατος	ἀνθύπατος	N-	----NSM-
Acts 13:12	5	τὸ	τό	ὁ	RA	----ASN-
Acts 13:12	6	γεγονὸς	γεγονός	γίνομαι	V-	-XAPASN-
Acts 13:12	7	ἐπίστευσεν	ἐπίστευσε(ν)	πιστεύω	V-	3AAI-S--
Acts 13:12	8	ἐκπλησσόμενος	ἐκπλησσόμενος	ἐκπλήσσομαι	V-	-PPPNSM-
Acts 13:12	9	ἐπὶ	ἐπί	ἐπί	P-	--------
Acts 13:12	10	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:12	11	διδαχῇ	διδαχῇ	διδαχή	N-	----DSF-
Acts 13:12	12	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:12	13	κυρίου	κυρίου	κύριος	N-	----GSM-
Acts 13:13	1	Ἀναχθέντες	ἀναχθέντες	ἀνάγω	V-	-APPNPM-
Acts 13:13	2	δὲ	δέ	δέ	C-	--------
Acts 13:13	3	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:13	4	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:13	5	Πάφου	Πάφου	Πάφος	N-	----GSF-
Acts 13:13	6	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:13	7	περὶ	περί	περί	P-	--------
Acts 13:13	8	Παῦλον	Παῦλον	Παῦλος	N-	----ASM-
Acts 13:13	9	ἦλθον	ἦλθον	ἔρχομαι	V-	3AAI-P--
Acts 13:13	10	εἰς	εἰς	εἰς	P-	--------
Acts 13:13	11	Πέργην	Πέργην	Πέργη	N-	----ASF-
Acts 13:13	12	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:13	13	Παμφυλίας	Παμφυλίας	Παμφυλία	N-	----GSF-
Acts 13:13	14	Ἰωάννης	Ἰωάννης	Ἰωάννης	N-	----NSM-
Acts 13:13	15	δὲ	δέ	δέ	C-	--------
Acts 13:13	16	ἀποχωρήσας	ἀποχωρήσας	ἀποχωρέω	V-	-AAPNSM-
Acts 13:13	17	ἀπ’	ἀπό	ἀπό	P-	--------
Acts 13:13	18	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Acts 13:13	19	ὑπέστρεψεν	ὑπέστρεψε(ν)	ὑποστρέφω	V-	3AAI-S--
Acts 13:13	20	εἰς	εἰς	εἰς	P-	--------
Acts 13:13	21	Ἱεροσόλυμα	Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----APN-
Acts 13:14	1	αὐτοὶ	αὐτοί	αὐτός	RP	----NPM-
Acts 13:14	2	δὲ	δέ	δέ	C-	--------
Acts 13:14	3	διελθόντες	διελθόντες	διέρχομαι	V-	-AAPNPM-
Acts 13:14	4	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:14	5	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:14	6	Πέργης	Πέργης	Πέργη	N-	----GSF-
Acts 13:14	7	παρεγένοντο	παρεγένοντο	παραγίνομαι	V-	3AMI-P--
Acts 13:14	8	εἰς	εἰς	εἰς	P-	--------
Acts 13:14	9	Ἀντιόχειαν	Ἀντιόχειαν	Ἀντιόχεια	N-	----ASF-
Acts 13:14	10	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:14	11	Πισιδίαν	Πισιδίαν	Πισιδία	A-	----ASF-
Acts 13:14	12	καὶ	καί	καί	C-	--------
Acts 13:14	13	εἰσελθόντες	εἰσελθόντες	εἰσέρχομαι	V-	-AAPNPM-
Acts 13:14	14	εἰς	εἰς	εἰς	P-	--------
Acts 13:14	15	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:14	16	συναγωγὴν	συναγωγήν	συναγωγή	N-	----ASF-
Acts 13:14	17	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:14	18	ἡμέρᾳ	ἡμέρᾳ	ἡμέρα	N-	----DSF-
Acts 13:14	19	τῶν	τῶν	ὁ	RA	----GPN-
Acts 13:14	20	σαββάτων	σαββάτων	σάββατον	N-	----GPN-
Acts 13:14	21	ἐκάθισαν	ἐκάθισαν	καθίζω	V-	3AAI-P--
Acts 13:15	1	μετὰ	μετά	μετά	P-	--------
Acts 13:15	2	δὲ	δέ	δέ	C-	--------
Acts 13:15	3	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:15	4	ἀνάγνωσιν	ἀνάγνωσιν	ἀνάγνωσις	N-	----ASF-
Acts 13:15	5	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:15	6	νόμου	νόμου	νόμος	N-	----GSM-
Acts 13:15	7	καὶ	καί	καί	C-	--------
Acts 13:15	8	τῶν	τῶν	ὁ	RA	----GPM-
Acts 13:15	9	προφητῶν	προφητῶν	προφήτης	N-	----GPM-
Acts 13:15	10	ἀπέστειλαν	ἀπέστειλαν	ἀποστέλλω	V-	3AAI-P--
Acts 13:15	11	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:15	12	ἀρχισυνάγωγοι	ἀρχισυνάγωγοι	ἀρχισυνάγωγος	N-	----NPM-
Acts 13:15	13	πρὸς	πρός	πρός	P-	--------
Acts 13:15	14	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Acts 13:15	15	λέγοντες	λέγοντες	λέγω	V-	-PAPNPM-
Acts 13:15	16	Ἄνδρες	ἄνδρες	ἀνήρ	N-	----VPM-
Acts 13:15	17	ἀδελφοί	ἀδελφοί	ἀδελφός	N-	----VPM-
Acts 13:15	18	εἴ	εἰ	εἰ	C-	--------
Acts 13:15	19	τίς	τὶς	τις	RI	----NSM-
Acts 13:15	20	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Acts 13:15	21	ἐν	ἐν	ἐν	P-	--------
Acts 13:15	22	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Acts 13:15	23	λόγος	λόγος	λόγος	N-	----NSM-
Acts 13:15	24	παρακλήσεως	παρακλήσεως	παράκλησις	N-	----GSF-
Acts 13:15	25	πρὸς	πρός	πρός	P-	--------
Acts 13:15	26	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:15	27	λαόν	λαόν	λαός	N-	----ASM-
Acts 13:15	28	λέγετε	λέγετε	λέγω	V-	2PAD-P--
Acts 13:16	1	ἀναστὰς	ἀναστάς	ἀνίστημι	V-	-AAPNSM-
Acts 13:16	2	δὲ	δέ	δέ	C-	--------
Acts 13:16	3	Παῦλος	Παῦλος	Παῦλος	N-	----NSM-
Acts 13:16	4	καὶ	καί	καί	C-	--------
Acts 13:16	5	κατασείσας	κατασείσας	κατασείω	V-	-AAPNSM-
Acts 13:16	6	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:16	7	χειρὶ	χειρί	χείρ	N-	----DSF-
Acts 13:16	8	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Acts 13:16	9	Ἄνδρες	ἄνδρες	ἀνήρ	N-	----VPM-
Acts 13:16	10	Ἰσραηλῖται	Ἰσραηλῖται	Ἰσραηλίτης	N-	----VPM-
Acts 13:16	11	καὶ	καί	καί	C-	--------
Acts 13:16	12	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:16	13	φοβούμενοι	φοβούμενοι	φοβέομαι	V-	-PMPNPM-
Acts 13:16	14	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:16	15	θεόν	θεόν	θεός	N-	----ASM-
Acts 13:16	16	ἀκούσατε	ἀκούσατε	ἀκούω	V-	2AAD-P--
Acts 13:17	1	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:17	2	θεὸς	θεός	θεός	N-	----NSM-
Acts 13:17	3	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:17	4	λαοῦ	λαοῦ	λαός	N-	----GSM-
Acts 13:17	5	τούτου	τούτου	οὗτος	RD	----GSM-
Acts 13:17	6	Ἰσραὴλ	Ἰσραήλ	Ἰσραήλ	N-	----GSM-
Acts 13:17	7	ἐξελέξατο	ἐξελέξατο	ἐκλέγομαι	V-	3AMI-S--
Acts 13:17	8	τοὺς	τούς	ὁ	RA	----APM-
Acts 13:17	9	πατέρας	πατέρας	πατήρ	N-	----APM-
Acts 13:17	10	ἡμῶν	ἡμῶν	ἐγώ	RP	----GP--
Acts 13:17	11	καὶ	καί	καί	C-	--------
Acts 13:17	12	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:17	13	λαὸν	λαόν	λαός	N-	----ASM-
Acts 13:17	14	ὕψωσεν	ὕψωσε(ν)	ὑψόω	V-	3AAI-S--
Acts 13:17	15	ἐν	ἐν	ἐν	P-	--------
Acts 13:17	16	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:17	17	παροικίᾳ	παροικίᾳ	παροικία	N-	----DSF-
Acts 13:17	18	ἐν	ἐν	ἐν	P-	--------
Acts 13:17	19	γῇ	γῇ	γῆ	N-	----DSF-
Acts 13:17	20	Αἰγύπτου	Αἰγύπτου	Αἴγυπτος	N-	----GSF-
Acts 13:17	21	καὶ	καί	καί	C-	--------
Acts 13:17	22	μετὰ	μετά	μετά	P-	--------
Acts 13:17	23	βραχίονος	βραχίονος	βραχίων	N-	----GSM-
Acts 13:17	24	ὑψηλοῦ	ὑψηλοῦ	ὑψηλός	A-	----GSM-
Acts 13:17	25	ἐξήγαγεν	ἐξήγαγε(ν)	ἐξάγω	V-	3AAI-S--
Acts 13:17	26	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Acts 13:17	27	ἐξ	ἐκ	ἐκ	P-	--------
Acts 13:17	28	αὐτῆς	αὐτῆς	αὐτός	RP	----GSF-
Acts 13:18	1	καί	καί	καί	C-	--------
Acts 13:18	2	ὡς	ὡς	ὡς	D-	--------
Acts 13:18	3	τεσσερακονταετῆ	τεσσερακονταετῆ	τεσσερακονταετής	A-	----ASM-
Acts 13:18	4	χρόνον	χρόνον	χρόνος	N-	----ASM-
Acts 13:18	5	ἐτροποφόρησεν	ἐτροποφόρησε(ν)	τροποφορέω	V-	3AAI-S--
Acts 13:18	6	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Acts 13:18	7	ἐν	ἐν	ἐν	P-	--------
Acts 13:18	8	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:18	9	ἐρήμῳ	ἐρήμῳ	ἔρημος	A-	----DSF-
Acts 13:19	1	καὶ	καί	καί	C-	--------
Acts 13:19	2	καθελὼν	καθελών	καθαιρέω	V-	-AAPNSM-
Acts 13:19	3	ἔθνη	ἔθνη	ἔθνος	N-	----APN-
Acts 13:19	4	ἑπτὰ	ἑπτά	ἑπτά	A-	----APN-
Acts 13:19	5	ἐν	ἐν	ἐν	P-	--------
Acts 13:19	6	γῇ	γῇ	γῆ	N-	----DSF-
Acts 13:19	7	Χανάαν	Χανάαν	Χανάαν	N-	----GSF-
Acts 13:19	8	κατεκληρονόμησεν	κατεκληρονόμησε(ν)	κατακληρονομέω	V-	3AAI-S--
Acts 13:19	9	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:19	10	γῆν	γῆν	γῆ	N-	----ASF-
Acts 13:19	11	αὐτῶν	αὐτῶν	αὐτός	RP	----GPN-
Acts 13:20	1	ὡς	ὡς	ὡς	D-	--------
Acts 13:20	2	ἔτεσι	ἔτεσι(ν)	ἔτος	N-	----DPN-
Acts 13:20	3	τετρακοσίοις	τετρακοσίοις	τετρακόσιοι	A-	----DPN-
Acts 13:20	4	καὶ	καί	καί	C-	--------
Acts 13:20	5	πεντήκοντα	πεντήκοντα	πεντήκοντα	A-	----DPN-
Acts 13:20	6	καὶ	καί	καί	C-	--------
Acts 13:20	7	μετὰ	μετά	μετά	P-	--------
Acts 13:20	8	ταῦτα	ταῦτα	οὗτος	RD	----APN-
Acts 13:20	9	ἔδωκεν	ἔδωκε(ν)	δίδωμι	V-	3AAI-S--
Acts 13:20	10	κριτὰς	κριτάς	κριτής	N-	----APM-
Acts 13:20	11	ἕως	ἕως	ἕως	P-	--------
Acts 13:20	12	Σαμουὴλ	Σαμουήλ	Σαμουήλ	N-	----GSM-
Acts 13:20	13	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:20	14	προφήτου	προφήτου	προφήτης	N-	----GSM-
Acts 13:21	1	κἀκεῖθεν	κἀκεῖθεν	κἀκεῖθεν	C-	--------
Acts 13:21	2	ᾐτήσαντο	ᾐτήσαντο	αἰτέω	V-	3AMI-P--
Acts 13:21	3	βασιλέα	βασιλέα	βασιλεύς	N-	----ASM-
Acts 13:21	4	καὶ	καί	καί	C-	--------
Acts 13:21	5	ἔδωκεν	ἔδωκε(ν)	δίδωμι	V-	3AAI-S--
Acts 13:21	6	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Acts 13:21	7	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:21	8	θεὸς	θεός	θεός	N-	----NSM-
Acts 13:21	9	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:21	10	Σαοὺλ	Σαούλ	Σαούλ	N-	----ASM-
Acts 13:21	11	υἱὸν	υἱόν	υἱός	N-	----ASM-
Acts 13:21	12	Κίς	Κίς	Κίς	N-	----GSM-
Acts 13:21	13	ἄνδρα	ἄνδρα	ἀνήρ	N-	----ASM-
Acts 13:21	14	ἐκ	ἐκ	ἐκ	P-	--------
Acts 13:21	15	φυλῆς	φυλῆς	φυλή	N-	----GSF-
Acts 13:21	16	Βενιαμίν	Βενιαμίν	Βενιαμίν	N-	----GSM-
Acts 13:21	17	ἔτη	ἔτη	ἔτος	N-	----APN-
Acts 13:21	18	τεσσεράκοντα	τεσσεράκοντα	τεσσεράκοντα	A-	----APN-
Acts 13:22	1	καὶ	καί	καί	C-	--------
Acts 13:22	2	μεταστήσας	μεταστήσας	μεθίστημι	V-	-AAPNSM-
Acts 13:22	3	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Acts 13:22	4	ἤγειρεν	ἤγειρε(ν)	ἐγείρω	V-	3AAI-S--
Acts 13:22	5	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:22	6	Δαυὶδ	Δαυίδ	Δαυίδ	N-	----ASM-
Acts 13:22	7	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Acts 13:22	8	εἰς	εἰς	εἰς	P-	--------
Acts 13:22	9	βασιλέα	βασιλέα	βασιλεύς	N-	----ASM-
Acts 13:22	10	ᾧ	ᾧ	ὅς	RR	----DSM-
Acts 13:22	11	καὶ	καί	καί	D-	--------
Acts 13:22	12	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Acts 13:22	13	μαρτυρήσας	μαρτυρήσας	μαρτυρέω	V-	-AAPNSM-
Acts 13:22	14	Εὗρον	εὗρον	εὑρίσκω	V-	1AAI-S--
Acts 13:22	15	Δαυὶδ	Δαυίδ	Δαυίδ	N-	----ASM-
Acts 13:22	16	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:22	17	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:22	18	Ἰεσσαί	Ἰεσσαί	Ἰεσσαί	N-	----GSM-
Acts 13:22	19	ἄνδρα	ἄνδρα	ἀνήρ	N-	----ASM-
Acts 13:22	20	κατὰ	κατά	κατά	P-	--------
Acts 13:22	21	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:22	22	καρδίαν	καρδίαν	καρδία	N-	----ASF-
Acts 13:22	23	μου	μου	ἐγώ	RP	----GS--
Acts 13:22	24	ὃς	ὅς	ὅς	RR	----NSM-
Acts 13:22	25	ποιήσει	ποιήσει	ποιέω	V-	3FAI-S--
Acts 13:22	26	πάντα	πάντα	πᾶς	A-	----APN-
Acts 13:22	27	τὰ	τά	ὁ	RA	----APN-
Acts 13:22	28	θελήματά	θελήματα	θέλημα	N-	----APN-
Acts 13:22	29	μου	μου	ἐγώ	RP	----GS--
Acts 13:23	1	τούτου	τούτου	οὗτος	RD	----GSM-
Acts 13:23	2	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:23	3	θεὸς	θεός	θεός	N-	----NSM-
