reference	n	greek	transliteration	parsing	strongs	english
Matthew 1:22	13	τοῦ	tou	T-GSM	G3588	the
Matthew 1:22	14	προφήτου	profhtou	N-GSM	G4396	prophet
Matthew 1:22	15	λέγοντος	legontov	V-PAP-GSM	G3004	-
Matthew 1:23	1	Ἰδού	idou	V-2AMM-2S	G3708	Behold
Matthew 1:23	2	ἡ	h	T-NSF	G3588	the
Matthew 1:23	3	παρθένος	parqenov	N-NSF	G3933	virgin
Matthew 1:23	4	ἐν	en	PREP	G1722	. . .
Matthew 1:23	5	γαστρὶ	gastri	N-DSF	G1064	. . .
Matthew 1:23	6	ἕξει	exei	V-FAI-3S	G2192	will be with child
Matthew 1:23	7	καὶ	kai	CONJ	G2532	and
Matthew 1:23	8	τέξεται	texetai	V-FDI-3S	G5088	will give birth to
Matthew 1:23	9	υἱόν	uion	N-ASM	G5207	a son
Matthew 1:23	10	καὶ	kai	CONJ	G2532	and
Matthew 1:23	11	καλέσουσιν	kalesousin	V-FAI-3P	G2564	they will call
Matthew 1:23	12	τὸ	to	T-ASN	G3588	-
Matthew 1:23	13	ὄνομα	onoma	N-ASN	G3686	. . .
Matthew 1:23	14	αὐτοῦ	autou	P-GSM	G0846	Him
Matthew 1:23	15	Ἐμμανουήλ	emmanouhl	N-PRI	G1694	Immanuel
Matthew 1:23	16	ὅ	o	R-NSN	G3739	( which
Matthew 1:23	17	ἐστιν	estin	V-PAI-3S	G1510	means
Matthew 1:23	18	μεθερμηνευόμενον	meqermhneuomenon	V-PPP-NSN	G3177	. . .
Matthew 1:23	19	Μεθ'	meq	PREP	G3326	with
Matthew 1:23	20	ἡμῶν	hmwn	P-1GP	G1473	us
Matthew 1:23	21	ὁ	o	T-NSM	G3588	-
Matthew 1:23	22	θεός	qeov	N-NSM	G2316	God
Matthew 1:24	1	Διεγερθεὶς	diegerqeiv	V-APP-NSM	G1326	woke up
Matthew 1:24	2	δὲ	de	CONJ	G1161	When
Matthew 1:24	3	ὁ	o	T-NSM	G3588	-
Matthew 1:24	4	Ἰωσὴφ	iwshf	N-PRI	G2501	Joseph
Matthew 1:24	5	ἀπὸ	apo	PREP	G0575	. . .
Matthew 1:24	6	τοῦ	tou	T-GSM	G3588	. . .
Matthew 1:24	7	ὕπνου	upnou	N-GSM	G5258	. . .
Matthew 1:24	8	ἐποίησεν	epoihsen	V-AAI-3S	G4160	he did
Matthew 1:24	9	ὡς	wv	ADV	G5613	as
Matthew 1:24	10	προσέταξεν	prosetaxen	V-AAI-3S	G4367	had commanded
Matthew 1:24	11	αὐτῷ	autw	P-DSM	G0846	him
Matthew 1:24	12	ὁ	o	T-NSM	G3588	the
Matthew 1:24	13	ἄγγελος	aggelov	N-NSM	G0032	angel
Matthew 1:24	14	κυρίου	kuriou	N-GSM	G2962	of [the] Lord
Matthew 1:24	15	καὶ	kai	CONJ	G2532	and
Matthew 1:24	16	παρέλαβεν	parelaben	V-2AAI-3S	G3880	embraced
Matthew 1:24	17	τὴν	thn	T-ASF	G3588	[Mary as]
Matthew 1:24	18	γυναῖκα	gunaika	N-ASF	G1135	wife
Matthew 1:24	19	αὐτοῦ	autou	P-GSM	G0846	his
Matthew 1:25	1	καὶ	kai	CONJ	G2532	[But]
Matthew 1:25	2	οὐκ	ouk	PRT-N	G3756	. . .
Matthew 1:25	3	ἐγίνωσκεν	eginwsken	V-IAI-3S	G1097	he had no union
Matthew 1:25	4	αὐτὴν	authn	P-ASF	G0846	with her
Matthew 1:25	5	ἕως	ewv	ADV	G2193	until
Matthew 1:25	6	οὗ	ou	R-GSM	G3739	-
Matthew 1:25	7	ἔτεκεν	eteken	V-2AAI-3S	G5088	she gave birth to
Matthew 1:25	8	τὸν	ton	T-ASM	G3588	
Matthew 1:25	9	υἱὸν	uion	N-ASM	G5207	Son
Matthew 1:25	10	αὐτῆς	authv	P-GSF	G0846	her
Matthew 1:25	11	τὸν	ton	T-ASM	G3588	-
Matthew 1:25	12	πρωτότοκον	prwtotokon	A-ASM-S	G4416	firstborn
Matthew 1:25	13	καὶ	kai	CONJ	G2532	And
Matthew 1:25	14	ἐκάλεσεν	ekalesen	V-AAI-3S	G2564	he gave Him the name
Matthew 1:25	15	τὸ	to	T-ASN	G3588	. . .
Matthew 1:25	16	ὄνομα	onoma	N-ASN	G3686	. . .
Matthew 1:25	17	αὐτοῦ	autou	P-GSM	G0846	. . .
Matthew 1:25	18	Ἰησοῦν	ihsoun	N-ASM	G2424	Jesus
Matthew 2:1	1	Τοῦ	tou	T-GSM	G3588	-
Matthew 2:1	2	δὲ	de	CONJ	G1161	After
Matthew 2:1	3	Ἰησοῦ	ihsou	N-GSM	G2424	Jesus
Matthew 2:1	4	γεννηθέντος	gennhqentov	V-APP-GSM	G1080	was born
Matthew 2:1	5	ἐν	en	PREP	G1722	in
Matthew 2:1	6	Βηθλεὲμ	bhqleem	N-PRI	G0965	Bethlehem
Matthew 2:1	7	τῆς	thv	T-GSF	G3588	-
Matthew 2:1	8	Ἰουδαίας	ioudaiav	N-GSF	G2449	in Judea
Matthew 2:1	9	ἐν	en	PREP	G1722	during
Matthew 2:1	10	ἡμέραις	hmeraiv	N-DPF	G2250	[the] time
Matthew 2:1	11	Ἡρῴδου	hrwdou	N-GSM	G2264	Herod
Matthew 2:1	12	τοῦ	tou	T-GSM	G3588	-
Matthew 2:1	13	βασιλέως	basilewv	N-GSM	G0935	of King
Matthew 2:1	14	ἰδού	idou	V-2AMM-2S	G3708	-
Matthew 2:1	15	μάγοι	magoi	N-NPM	G3097	Magi
Matthew 2:1	16	ἀπὸ	apo	PREP	G0575	from [the]
Matthew 2:1	17	ἀνατολῶν	anatolwn	N-GPF	G0395	east
Matthew 2:1	18	παρεγένοντο	paregenonto	V-2ADI-3P	G3854	arrived
Matthew 2:1	19	εἰς	eiv	PREP	G1519	in
Matthew 2:1	20	Ἱεροσόλυμα	ierosoluma	N-APN	G2414	Jerusalem
Matthew 2:2	1	λέγοντες	legontev	V-PAP-NPM	G3004	asking
Matthew 2:2	2	Ποῦ	pou	ADV-I	G4226	Where
Matthew 2:2	3	ἐστὶν	estin	V-PAI-3S	G1510	is
Matthew 2:2	4	ὁ	o	T-NSM	G3588	the [One who]
Matthew 2:2	5	τεχθεὶς	tecqeiv	V-APP-NSM	G5088	has been born
Matthew 2:2	6	βασιλεὺς	basileuv	N-NSM	G0935	King
Matthew 2:2	7	τῶν	twn	T-GPM	G3588	of the
Matthew 2:2	8	Ἰουδαίων	ioudaiwn	A-GPM	G2453	Jews
Matthew 2:2	9	Εἴδομεν	eidomen	V-2AAI-1P	G3708	We saw
Matthew 2:2	10	γὰρ	gar	CONJ	G1063	-
Matthew 2:2	11	αὐτοῦ	autou	P-GSM	G0846	His
Matthew 2:2	12	τὸν	ton	T-ASM	G3588	-
Matthew 2:2	13	ἀστέρα	astera	N-ASM	G0792	star
Matthew 2:2	14	ἐν	en	PREP	G1722	in
Matthew 2:2	15	τῇ	th	T-DSF	G3588	the
Matthew 2:2	16	ἀνατολῇ	anatolh	N-DSF	G0395	east
Matthew 2:2	17	καὶ	kai	CONJ	G2532	and
Matthew 2:2	18	ἤλθομεν	hlqomen	V-2AAI-1P	G2064	have come
Matthew 2:2	19	προσκυνῆσαι	proskunhsai	V-AAN	G4352	to worship
Matthew 2:2	20	αὐτῷ	autw	P-DSM	G0846	Him
Matthew 2:3	1	Ἀκούσας	akousav	V-AAP-NSM	G0191	heard [this]
Matthew 2:3	2	δὲ	de	CONJ	G1161	When
Matthew 2:3	3	Ἡρῴδης	hrwdhv	N-NSM	G2264	king
Matthew 2:3	4	ὁ	o	T-NSM	G3588	the
Matthew 2:3	5	βασιλεὺς	basileuv	N-NSM	G0935	Herod
Matthew 2:3	6	ἐταράχθη	etaracqh	V-API-3S	G5015	he was disturbed
Matthew 2:3	7	καὶ	kai	CONJ	G2532	and
Matthew 2:3	8	πᾶσα	pasa	A-NSF	G3956	all
Matthew 2:3	9	Ἱεροσόλυμα	ierosoluma	N-NSF	G2414	Jerusalem
Matthew 2:3	10	μετ'	met	PREP	G3326	with
Matthew 2:3	11	αὐτοῦ	autou	P-GSM	G0846	him
Matthew 2:4	1	καὶ	kai	CONJ	G2532	And
Matthew 2:4	2	συναγαγὼν	sunagagwn	V-2AAP-NSM	G4863	when he had assembled
Matthew 2:4	3	πάντας	pantav	A-APM	G3956	all
Matthew 2:4	4	τοὺς	touv	T-APM	G3588	the
Matthew 2:4	5	ἀρχιερεῖς	arciereiv	N-APM	G0749	chief priests
Matthew 2:4	6	καὶ	kai	CONJ	G2532	and
Matthew 2:4	7	γραμματεῖς	grammateiv	N-APM	G1122	scribes
Matthew 2:4	8	τοῦ	tou	T-GSM	G3588	of the
Matthew 2:4	9	λαοῦ	laou	N-GSM	G2992	people
Matthew 2:4	10	ἐπυνθάνετο	epunqaneto	V-INI-3S	G4441	he asked
Matthew 2:4	11	παρ'	par	PREP	G3844	. . .
Matthew 2:4	12	αὐτῶν	autwn	P-GPM	G0846	them
Matthew 2:4	13	ποῦ	pou	ADV-I	G4226	where
Matthew 2:4	14	ὁ	o	T-NSM	G3588	the
Matthew 2:4	15	χριστὸς	cristov	N-NSM	G5547	Christ
Matthew 2:4	16	γεννᾶται	gennatai	V-PPI-3S	G1080	was to be born
Matthew 2:5	1	Οἱ	oi	T-NPM	G3588	-
Matthew 2:5	2	δὲ	de	CONJ	G1161	-
Matthew 2:5	3	εἶπον	eipon	V-2AAI-3P	G3004	they replied
Matthew 2:5	4	αὐτῷ	autw	P-DSM	G0846	. . .
Matthew 2:5	5	Ἐν	en	PREP	G1722	In
Matthew 2:5	6	Βηθλεὲμ	bhqleem	N-PRI	G0965	Bethlehem
Matthew 2:5	7	τῆς	thv	T-GSF	G3588	-
Matthew 2:5	8	Ἰουδαίας	ioudaiav	N-GSF	G2449	in Judea
Matthew 2:5	9	οὕτως	outwv	ADV	G3779	this is what
Matthew 2:5	10	γὰρ	gar	CONJ	G1063	for
Matthew 2:5	11	γέγραπται	gegraptai	V-RPI-3S	G1125	has written
Matthew 2:5	12	διὰ	dia	PREP	G1223	-
Matthew 2:5	13	τοῦ	tou	T-GSM	G3588	the
Matthew 2:5	14	προφήτου	profhtou	N-GSM	G4396	prophet
Matthew 2:6	1	Καὶ	kai	CONJ	G2532	[But]
Matthew 2:6	2	σὺ	su	P-2NS	G4771	you
Matthew 2:6	3	Βηθλεέμ	bhqleem	N-PRI	G0965	Bethlehem
Matthew 2:6	4	γῆ	gh	N-VSF	G1093	[in the] land
Matthew 2:6	5	Ἰούδα	iouda	N-GSM	G2448	of Judah
Matthew 2:6	6	οὐδαμῶς	oudamwv	ADV-N	G3760	by no means
Matthew 2:6	7	ἐλαχίστη	elacisth	A-NSF-S	G1646	least
Matthew 2:6	8	εἶ	ei	V-PAI-2S	G1510	are
Matthew 2:6	9	ἐν	en	PREP	G1722	among
Matthew 2:6	10	τοῖς	toiv	T-DPM	G3588	the
Matthew 2:6	11	ἡγεμόσιν	hgemosin	N-DPM	G2232	rulers
Matthew 2:6	12	Ἰούδα	iouda	N-GSM	G2448	of Judah
Matthew 2:6	13	ἐκ	ek	PREP	G1537	out
Matthew 2:6	14	σοῦ	sou	P-2GS	G4771	of you
Matthew 2:6	15	γὰρ	gar	CONJ	G1063	for
Matthew 2:6	16	ἐξελεύσεται	exeleusetai	V-FDI-3S	G1831	will come
Matthew 2:6	17	ἡγούμενος	hgoumenov	V-PNP-NSM	G2233	a ruler
Matthew 2:6	18	ὅστις	ostiv	R-NSM	G3748	who
Matthew 2:6	19	ποιμανεῖ	poimanei	V-FAI-3S	G4165	will be the shepherd
Matthew 2:6	20	τὸν	ton	T-ASM	G3588	-
Matthew 2:6	21	λαόν	laon	N-ASM	G2992	people
Matthew 2:6	22	μου	mou	P-1GS	G1473	of My
Matthew 2:6	23	τὸν	ton	T-ASM	G3588	-
Matthew 2:6	24	Ἰσραήλ	israhl	N-PRI	G2474	Israel
Matthew 2:7	1	Τότε	tote	ADV	G5119	Then
Matthew 2:7	2	Ἡρῴδης	hrwdhv	N-NSM	G2264	Herod
Matthew 2:7	3	λάθρᾳ	laqra	ADV	G2977	secretly
Matthew 2:7	4	καλέσας	kalesav	V-AAP-NSM	G2564	called
Matthew 2:7	5	τοὺς	touv	T-APM	G3588	the
Matthew 2:7	6	μάγους	magouv	N-APM	G3097	Magi
Matthew 2:7	7	ἠκρίβωσεν	hkribwsen	V-AAI-3S	G0198	[and] learned
Matthew 2:7	8	παρ'	par	PREP	G3844	from
Matthew 2:7	9	αὐτῶν	autwn	P-GPM	G0846	them
Matthew 2:7	10	τὸν	ton	T-ASM	G3588	the
Matthew 2:7	11	χρόνον	cronon	N-ASM	G5550	{exact} time
Matthew 2:7	12	τοῦ	tou	T-GSM	G3588	the
Matthew 2:7	13	φαινομένου	fainomenou	V-PEP-GSM	G5316	had appeared
Matthew 2:7	14	ἀστέρος	asterov	N-GSM	G0792	star
Matthew 2:8	1	Καὶ	kai	CONJ	G2532	And
Matthew 2:8	2	πέμψας	pemyav	V-AAP-NSM	G3992	sending
Matthew 2:8	3	αὐτοὺς	autouv	P-APM	G0846	them
Matthew 2:8	4	εἰς	eiv	PREP	G1519	to
Matthew 2:8	5	Βηθλεὲμ	bhqleem	N-PRI	G0965	Bethlehem
Matthew 2:8	6	εἶπεν	eipen	V-2AAI-3S	G3004	he said
Matthew 2:8	7	Πορευθέντες	poreuqentev	V-AOP-NPM	G4198	Go
Matthew 2:8	8	ἀκριβῶς	akribwv	ADV	G0199	carefully
Matthew 2:8	9	ἐξετάσατε	exetasate	V-AAM-2P	G1833	[and] search
Matthew 2:8	10	περὶ	peri	PREP	G4012	for
Matthew 2:8	11	τοῦ	tou	T-GSN	G3588	the
Matthew 2:8	12	παιδίου	paidiou	N-GSN	G3813	Child
Matthew 2:8	13	ἐπὰν	epan	CONJ	G1875	when
Matthew 2:8	14	δὲ	de	CONJ	G1161	and
Matthew 2:8	15	εὕρητε	eurhte	V-2AAS-2P	G2147	you find [Him]
Matthew 2:8	16	ἀπαγγείλατέ	apaggeilate	V-AAM-2P	G0518	report
Matthew 2:8	17	μοι	moi	P-1DS	G1473	to me
Matthew 2:8	18	ὅπως	opwv	ADV	G3704	so that
Matthew 2:8	19	κἀγὼ	kagw	P-1NS-K	G2504	I too
Matthew 2:8	20	ἐλθὼν	elqwn	V-2AAP-NSM	G2064	may go
Matthew 2:8	21	προσκυνήσω	proskunhsw	V-AAS-1S	G4352	[and] worship
Matthew 2:8	22	αὐτῷ	autw	P-DSM	G0846	Him
Matthew 2:9	1	Οἱ	oi	T-NPM	G3588	-
Matthew 2:9	2	δὲ	de	CONJ	G1161	After
Matthew 2:9	3	ἀκούσαντες	akousantev	V-AAP-NPM	G0191	they had heard
Matthew 2:9	4	τοῦ	tou	T-GSM	G3588	the
Matthew 2:9	5	βασιλέως	basilewv	N-GSM	G0935	king
Matthew 2:9	6	ἐπορεύθησαν	eporeuqhsan	V-AOI-3P	G4198	they went on their way
Matthew 2:9	7	καὶ	kai	CONJ	G2532	and
Matthew 2:9	8	ἰδού	idou	V-2AMM-2S	G3708	-
Matthew 2:9	9	ὁ	o	T-NSM	G3588	the
Matthew 2:9	10	ἀστήρ	asthr	N-NSM	G0792	star
Matthew 2:9	11	ὃν	on	R-ASM	G3739	-
Matthew 2:9	12	εἶδον	eidon	V-2AAI-3P	G3708	they had seen
Matthew 2:9	13	ἐν	en	PREP	G1722	in
Matthew 2:9	14	τῇ	th	T-DSF	G3588	the
Matthew 2:9	15	ἀνατολῇ	anatolh	N-DSF	G0395	east
Matthew 2:9	16	προῆγεν	prohgen	V-IAI-3S	G4254	went ahead of
Matthew 2:9	17	αὐτούς	autouv	P-APM	G0846	them
Matthew 2:9	18	ἕως	ewv	ADV	G2193	until
Matthew 2:9	19	ἐλθὼν	elqwn	V-2AAP-NSM	G2064	vvv
Matthew 2:9	20	ἔστη	esth	V-2AAI-3S	G2476	it stood
Matthew 2:9	21	ἐπάνω	epanw	ADV	G1883	over
Matthew 2:9	22	οὗ	ou	ADV	G3757	the place where
Matthew 2:9	23	ἦν	hn	V-IAI-3S	G1510	was
Matthew 2:9	24	τὸ	to	T-NSN	G3588	the
Matthew 2:9	25	παιδίον	paidion	N-NSN	G3813	Child
Matthew 2:10	1	Ἰδόντες	idontev	V-2AAP-NPM	G3708	they saw
Matthew 2:10	2	δὲ	de	CONJ	G1161	When
Matthew 2:10	3	τὸν	ton	T-ASM	G3588	the
Matthew 2:10	4	ἀστέρα	astera	N-ASM	G0792	star
Matthew 2:10	5	ἐχάρησαν	ecarhsan	V-2AOI-3P	G5463	they rejoiced
Matthew 2:10	6	χαρὰν	caran	N-ASF	G5479	with great delight
Matthew 2:10	7	μεγάλην	megalhn	A-ASF	G3173	vvv
Matthew 2:10	8	σφόδρα	sfodra	ADV	G4970	vvv
Matthew 2:11	1	Καὶ	kai	CONJ	G2532	[On]
Matthew 2:11	2	ἐλθόντες	elqontev	V-2AAP-NPM	G2064	coming
Matthew 2:11	3	εἰς	eiv	PREP	G1519	to
Matthew 2:11	4	τὴν	thn	T-ASF	G3588	the
Matthew 2:11	5	οἰκίαν	oikian	N-ASF	G3614	house
Matthew 2:11	6	εἶδον	eidon	V-2AAI-3P	G3708	they saw
Matthew 2:11	7	τὸ	to	T-ASN	G3588	the
Matthew 2:11	8	παιδίον	paidion	N-ASN	G3813	Child
Matthew 2:11	9	μετὰ	meta	PREP	G3326	with
Matthew 2:11	10	Μαρίας	mariav	N-GSF	G3137	Mary
Matthew 2:11	11	τῆς	thv	T-GSF	G3588	-
Matthew 2:11	12	μητρὸς	mhtrov	N-GSF	G3384	mother
Matthew 2:11	13	αὐτοῦ	autou	P-GSN	G0846	His
Matthew 2:11	14	καὶ	kai	CONJ	G2532	and
Matthew 2:11	15	πεσόντες	pesontev	V-2AAP-NPM	G4098	they fell down
Matthew 2:11	16	προσεκύνησαν	prosekunhsan	V-AAI-3P	G4352	[and] worshiped
Matthew 2:11	17	αὐτῷ	autw	P-DSM	G0846	Him
Matthew 2:11	18	καὶ	kai	CONJ	G2532	Then
Matthew 2:11	19	ἀνοίξαντες	anoixantev	V-AAP-NPM	G0455	they opened
Matthew 2:11	20	τοὺς	touv	T-APM	G3588	-
Matthew 2:11	21	θησαυροὺς	qhsaurouv	N-APM	G2344	treasures
Matthew 2:11	22	αὐτῶν	autwn	P-GPM	G0846	their
Matthew 2:11	23	προσήνεγκαν	proshnegkan	V-AAI-3P	G4374	[and] presented
Matthew 2:11	24	αὐτῷ	autw	P-DSM	G0846	Him
Matthew 2:11	25	δῶρα	dwra	N-APN	G1435	with gifts
Matthew 2:11	26	χρυσὸν	cruson	N-ASM	G5557	[of] gold
Matthew 2:11	27	καὶ	kai	CONJ	G2532	and
Matthew 2:11	28	λίβανον	libanon	N-ASM	G3030	frankincense
Matthew 2:11	29	καὶ	kai	CONJ	G2532	and
Matthew 2:11	30	σμύρναν	smurnan	N-ASF	G4666	myrrh
Matthew 2:12	1	Καὶ	kai	CONJ	G2532	And
Matthew 2:12	2	χρηματισθέντες	crhmatisqentev	V-APP-NPM	G5537	having been warned
Matthew 2:12	3	κατ'	kat	PREP	G2596	in
Matthew 2:12	4	ὄναρ	onar	N-OI	G3677	a dream
Matthew 2:12	5	μὴ	mh	PRT-N	G3361	not
Matthew 2:12	6	ἀνακάμψαι	anakamyai	V-AAN	G0344	to return
Matthew 2:12	7	πρὸς	prov	PREP	G4314	to
Matthew 2:12	8	Ἡρῴδην	hrwdhn	N-ASM	G2264	Herod
Matthew 2:12	9	δι'	di	PREP	G1223	by
Matthew 2:12	10	ἄλλης	allhv	A-GSF	G0243	another
Matthew 2:12	11	ὁδοῦ	odou	N-GSF	G3598	route
Matthew 2:12	12	ἀνεχώρησαν	anecwrhsan	V-AAI-3P	G0402	they withdrew
Matthew 2:12	13	εἰς	eiv	PREP	G1519	to
Matthew 2:12	14	τὴν	thn	T-ASF	G3588	-
Matthew 2:12	15	χώραν	cwran	N-ASF	G5561	country
Matthew 2:12	16	αὐτῶν	autwn	P-GPM	G0846	their
Matthew 2:13	1	Ἀναχωρησάντων	anacwrhsantwn	V-AAP-GPM	G0402	had gone
Matthew 2:13	2	δὲ	de	CONJ	G1161	When
Matthew 2:13	3	αὐτῶν	autwn	P-GPM	G0846	[the Magi]
Matthew 2:13	4	ἰδού	idou	V-2AMM-2S	G3708	-
Matthew 2:13	5	ἄγγελος	aggelov	N-NSM	G0032	an angel
Matthew 2:13	6	κυρίου	kuriou	N-GSM	G2962	of [the] Lord
Matthew 2:13	7	φαίνεται	fainetai	V-PEI-3S	G5316	appeared
Matthew 2:13	8	κατ'	kat	PREP	G2596	in
Matthew 2:13	9	ὄναρ	onar	N-OI	G3677	a dream
Matthew 2:13	10	τῷ	tw	T-DSM	G3588	-
Matthew 2:13	11	Ἰωσήφ	iwshf	N-PRI	G2501	to Joseph
Matthew 2:13	12	λέγων	legwn	V-PAP-NSM	G3004	he said
Matthew 2:13	13	Ἐγερθεὶς	egerqeiv	V-APP-NSM	G1453	Get up
Matthew 2:13	14	παράλαβε	paralabe	V-2AAM-2S	G3880	Take
Matthew 2:13	15	τὸ	to	T-ASN	G3588	the
Matthew 2:13	16	παιδίον	paidion	N-ASN	G3813	Child
Matthew 2:13	17	καὶ	kai	CONJ	G2532	and
Matthew 2:13	18	τὴν	thn	T-ASF	G3588	-
Matthew 2:13	19	μητέρα	mhtera	N-ASF	G3384	mother
Matthew 2:13	20	αὐτοῦ	autou	P-GSM	G0846	His
Matthew 2:13	21	καὶ	kai	CONJ	G2532	and
Matthew 2:13	22	φεῦγε	feuge	V-PAM-2S	G5343	flee
Matthew 2:13	23	εἰς	eiv	PREP	G1519	to
Matthew 2:13	24	Αἴγυπτον	aigupton	N-ASF	G0125	Egypt
Matthew 2:13	25	καὶ	kai	CONJ	G2532	-
Matthew 2:13	26	ἴσθι	isqi	V-PAM-2S	G1510	Stay
Matthew 2:13	27	ἐκεῖ	ekei	ADV	G1563	there
Matthew 2:13	28	ἕως	ewv	ADV	G2193	until
Matthew 2:13	29	ἂν	an	PRT	G0302	-
Matthew 2:13	30	εἴπω	eipw	V-2AAS-1S	G3004	I tell
Matthew 2:13	31	σοί	soi	P-2DS	G4771	you
Matthew 2:13	32	μέλλει	mellei	V-PAI-3S	G3195	is going
Matthew 2:13	33	γὰρ	gar	CONJ	G1063	for
Matthew 2:13	34	Ἡρῴδης	hrwdhv	N-NSM	G2264	Herod
Matthew 2:13	35	ζητεῖν	zhtein	V-PAN	G2212	to search for
Matthew 2:13	36	τὸ	to	T-ASN	G3588	the
Matthew 2:13	37	παιδίον	paidion	N-ASN	G3813	Child
Matthew 2:13	38	τοῦ	tou	T-GSN	G3588	-
Matthew 2:13	39	ἀπολέσαι	apolesai	V-AAN	G0622	to kill
Matthew 2:13	40	αὐτό	auto	P-ASN	G0846	Him
Matthew 2:14	1	Ὁ	o	T-NSM	G3588	-
Matthew 2:14	2	δὲ	de	CONJ	G1161	So
Matthew 2:14	3	ἐγερθεὶς	egerqeiv	V-APP-NSM	G1453	he got up
Matthew 2:14	4	παρέλαβεν	parelaben	V-2AAI-3S	G3880	took
Matthew 2:14	5	τὸ	to	T-ASN	G3588	the
Matthew 2:14	6	παιδίον	paidion	N-ASN	G3813	Child
Matthew 2:14	7	καὶ	kai	CONJ	G2532	and
Matthew 2:14	8	τὴν	thn	T-ASF	G3588	-
Matthew 2:14	9	μητέρα	mhtera	N-ASF	G3384	mother
Matthew 2:14	10	αὐτοῦ	autou	P-GSM	G0846	His
Matthew 2:14	11	νυκτός	nuktov	N-GSF	G3571	by night
Matthew 2:14	12	καὶ	kai	CONJ	G2532	and
Matthew 2:14	13	ἀνεχώρησεν	anecwrhsen	V-AAI-3S	G0402	withdrew
Matthew 2:14	14	εἰς	eiv	PREP	G1519	to
Matthew 2:14	15	Αἴγυπτον	aigupton	N-ASF	G0125	Egypt
Matthew 2:15	1	καὶ	kai	CONJ	G2532	-
Matthew 2:15	2	ἦν	hn	V-IAI-3S	G1510	he stayed
Matthew 2:15	3	ἐκεῖ	ekei	ADV	G1563	where
Matthew 2:15	4	ἕως	ewv	ADV	G2193	until
Matthew 2:15	5	τῆς	thv	T-GSF	G3588	the
Matthew 2:15	6	τελευτῆς	teleuthv	N-GSF	G5054	death
Matthew 2:15	7	Ἡρῴδου	hrwdou	N-GSM	G2264	of Herod
Matthew 2:15	8	ἵνα	ina	CONJ	G2443	This
Matthew 2:15	9	πληρωθῇ	plhrwqh	V-APS-3S	G4137	fulfilled
Matthew 2:15	10	τὸ	to	T-NSN	G3588	what
Matthew 2:15	11	ῥηθὲν	rhqen	V-APP-NSN	G2046	had spoken
Matthew 2:15	12	ὑπὸ	upo	PREP	G5259	-
Matthew 2:15	13	τοῦ	tou	T-GSM	G3588	the
Matthew 2:15	14	κυρίου	kuriou	N-GSM	G2962	Lord
Matthew 2:15	15	διὰ	dia	PREP	G1223	through
Matthew 2:15	16	τοῦ	tou	T-GSM	G3588	the
Matthew 2:15	17	προφήτου	profhtou	N-GSM	G4396	prophet
Matthew 2:15	18	λέγοντος	legontov	V-PAP-GSM	G3004	-
Matthew 2:15	19	Ἐξ	ex	PREP	G1537	Out
Matthew 2:15	20	Αἰγύπτου	aiguptou	N-GSF	G0125	of Egypt
Matthew 2:15	21	ἐκάλεσα	ekalesa	V-AAI-1S	G2564	I called
Matthew 2:15	22	τὸν	ton	T-ASM	G3588	-
Matthew 2:15	23	υἱόν	uion	N-ASM	G5207	Son
Matthew 2:15	24	μου	mou	P-1GS	G1473	My
Matthew 2:16	1	Τότε	tote	ADV	G5119	When
Matthew 2:16	2	Ἡρῴδης	hrwdhv	N-NSM	G2264	Herod
Matthew 2:16	3	ἰδὼν	idwn	V-2AAP-NSM	G3708	saw
Matthew 2:16	4	ὅτι	oti	CONJ	G3754	that
Matthew 2:16	5	ἐνεπαίχθη	enepaicqh	V-API-3S	G1702	he had been outwitted
Matthew 2:16	6	ὑπὸ	upo	PREP	G5259	by
Matthew 2:16	7	τῶν	twn	T-GPM	G3588	the
Matthew 2:16	8	μάγων	magwn	N-GPM	G3097	Magi
Matthew 2:16	9	ἐθυμώθη	equmwqh	V-API-3S	G2373	he was filled with rage
Matthew 2:16	10	λίαν	lian	ADV	G3029	vvv
Matthew 2:16	11	καὶ	kai	CONJ	G2532	-
Matthew 2:16	12	ἀποστείλας	aposteilav	V-AAP-NSM	G0649	Sending orders
Matthew 2:16	13	ἀνεῖλεν	aneilen	V-2AAI-3S	G0337	he put to death
Matthew 2:16	14	πάντας	pantav	A-APM	G3956	all
Matthew 2:16	15	τοὺς	touv	T-APM	G3588	the
Matthew 2:16	16	παῖδας	paidav	N-APM	G3816	boys
Matthew 2:16	17	τοὺς	touv	T-APM	G3588	-
Matthew 2:16	18	ἐν	en	PREP	G1722	in
Matthew 2:16	19	Βηθλεὲμ	bhqleem	N-PRI	G0965	Bethlehem
Matthew 2:16	20	καὶ	kai	CONJ	G2532	and
Matthew 2:16	21	ἐν	en	PREP	G1722	. . .
Matthew 2:16	22	πᾶσιν	pasin	A-DPN	G3956	. . .
Matthew 2:16	23	τοῖς	toiv	T-DPN	G3588	-
Matthew 2:16	24	ὁρίοις	orioiv	N-DPN	G3725	vicinity
Matthew 2:16	25	αὐτῆς	authv	P-GSF	G0846	its
Matthew 2:16	26	ἀπὸ	apo	PREP	G0575	[who were]
Matthew 2:16	27	διετοῦς	dietouv	A-GSM	G1332	two years old
Matthew 2:16	28	καὶ	kai	CONJ	G2532	and
Matthew 2:16	29	κατωτέρω	katwterw	ADV	G2736	under
Matthew 2:16	30	κατὰ	kata	PREP	G2596	according to
